,Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Articles,Full Description,Industry Groups,Number of Founders,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Events,CB Rank (Organization),BuiltWith - Active Tech Count,G2 Stack - Total Products Active,Country,City,State,isInTop100,minEstimatedRevenueRange,maxEstimatedRevenueRange,minNumberEmployees,maxNumberEmployees,isCompanyTypeForProfit,isCompanyPrivate,hasWebsite,hasTwitter,hasFacebook,hasLinkedIn,hasContactEmail,hasPhoneNumber
205,Celotor,https://www.crunchbase.com/organization/celotor,"Internet, Messaging","Colombiano, Magdalena, Colombia","Detects and reports the jealousy of his cows, 24 hours a day, 365 days a year","170,585",Latin America,Active,01/01/2011,year,0.0,"CELOTOR is a detector that detects heat beef ""standing"" or riding cows in heat, send text messages and save inseminator records anywhere.","Information Technology, Internet Services, Messaging and Telecommunications",1.0,Jhon Gomez,5,Seed,01/11/2013,33467,EUR,45325,Grant,186813.0,EUR,241743.0,Seed,230673.0,EUR,304818.0,319263,EUR,423529,Wayra,0.0,1.0,0.0,"181,043",13.0,14.0,Colombia,Colombiano,Magdalena,0,0.0,0.0,2000.0,5000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
206,Glya,https://www.crunchbase.com/organization/glya,"Health Care, Medical","Bogotá, Distrito Especial, Colombia",Glya is a social network that enables health professionals to socialize and share information among one another.,"175,022",Latin America,Active,01/01/2012,year,0.0,"Glya is a social network that enables health professionals to socialize and share information among one another. Its operations are based in Bogota, Colombia.",Health Care,0.0,,1,,08/05/2012,24902,EUR,32409,Grant,0.0,,0.0,,0.0,,0.0,24902,EUR,32409,Wayra,0.0,1.0,0.0,"185,948",9.0,0.0,Colombia,Bogotá,Distrito Especial,0,0.0,0.0,1000.0,2000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
207,myband.is,https://www.crunchbase.com/organization/myband-is,"Apps, Software","Bogotá, Distrito Especial, Colombia","Myband.is enables users to make custom webpages, using content from their social networks.","175,191",Latin America,Active,01/01/2012,year,0.0,"Myband.is enables users to make custom webpages, using content from their social networks. It is was founded by Lucho Molina and is based in Bogota, Distrito Especial.","Apps, Software",1.0,Lucho Molina,1,Seed,02/06/2012,31712,EUR,39253,Seed,31712.0,EUR,39253.0,Seed,31712.0,EUR,39253.0,31712,EUR,39253,Wayra,0.0,1.0,0.0,"186,135",1.0,0.0,Colombia,Bogotá,Distrito Especial,0,0.0,1000000.0,1000.0,2000.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
208,Icanbesponsored,https://www.crunchbase.com/organization/icanbesponsored,Sports,"Bogotá, Distrito Especial, Colombia",Icanbesponsored is an online company that enables young athletes to find sponsors for their sports careers.,"175,211",Latin America,Active,01/01/2012,year,0.0,Icanbesponsored is a company whose goal consists in helping young athletes continue on with their sports career. The idea is to find possible sponsors that will be willing to help young athletes who need money for training and competitions. Athletes that are sponsored through Icanbesponsored will have the possibility to register their achievements and goals in the website in order to gain certificates and motivate sponsors.         This company pretends to be a global instrument that promotes sports through different experiences of athletes around the world.,Sports,0.0,,1,Seed,10/08/2012,1000,USD,1000,Seed,1000.0,USD,1000.0,Seed,1000.0,USD,1000.0,1000,USD,1000,Daniel Ortiz,0.0,1.0,0.0,"186,158",1.0,0.0,Colombia,Bogotá,Distrito Especial,0,0.0,0.0,1000.0,2000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
209,WOWPark,https://www.crunchbase.com/organization/parqueate,"Parking, Public Transportation","Bogotá, Distrito Especial, Colombia",Parking Spots Marketplace,"177,958",Latin America,Active,01/01/2014,year,0.0,"Free mobile app to find, share & rent parking spots.  WOWPark is the AirBnB of parking spots, a marketplace where individuals rent parking spots and users find parking at better rates. The mobile app engages the users by letting them add new parking spots they find and adding comments and ratings to parking facilities so other users can evaluate the experience of using them.",Transportation,3.0,"Ausberto Morales, Jorge Ramirez, Octavio Herrera",1,Seed,13/10/2014,25000,USD,25000,Seed,25000.0,USD,25000.0,Seed,25000.0,USD,25000.0,25000,USD,25000,,0.0,0.0,0.0,"189,179",15.0,0.0,Colombia,Bogotá,Distrito Especial,0,0.0,0.0,1000.0,2000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
210,Amazing Soul Games,https://www.crunchbase.com/organization/amazing-soul-games,"Computer, Gaming, Video Games","Medellín, Antioquia, Colombia",Amazing Soul Game Studio is a videogame production company.,"187,620",Latin America,Active,01/01/2013,year,0.0,Amazing Soul Game Studio is a videogame production company.,"Consumer Electronics, Gaming, Hardware",2.0,"Daniel Escorce, Diego Ossa",1,Seed,01/09/2016,25000,USD,25000,Seed,25000.0,USD,25000.0,Seed,25000.0,USD,25000.0,25000,USD,25000,GameFounders,0.0,1.0,0.0,"199,701",10.0,0.0,Colombia,Medellín,Antioquia,0,0.0,1000000.0,1000.0,2000.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
211,Nuevos Horizontes de Información,https://www.crunchbase.com/organization/nuevos-horizontes-de-información,"Information Services, Transportation, Travel","Bogotá, Distrito Especial, Colombia",Nuevos Horizontes de Información is an organization focused on optimizing the information tools.,"187,741",Latin America,Active,01/01/2011,year,0.0,"Nuevos Horizontes de Información is an organization focused on optimizing the information tools, with the purpose of improving the travel experience of the users of the transport service in Colombia, in its modalities: air, land, rail and fluvial. In the year 2017, 25% of the travelers in Colombia that use the transport service, in its air, land, river and rail modalities, will use the developments offered by our Organization as support for the adoption of intelligent decisions.","Information Technology, Transportation, Travel and Tourism",0.0,,1,Seed,01/04/2018,20000,USD,20000,Seed,20000.0,USD,20000.0,Seed,20000.0,USD,20000.0,20000,USD,20000,,0.0,0.0,0.0,"199,834",7.0,0.0,Colombia,Bogotá,Distrito Especial,0,1000000.0,10000000.0,1000.0,2000.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
212,StudioSnaps,https://www.crunchbase.com/organization/studiosnaps,"Advertising, Consumer, E-Commerce, iOS, Real Time, Software","Bogotá, Distrito Especial, Colombia",Studiosnaps rethinks the traditional photobooth concept to transform a most commonly considered party favor into a new form of outdoor,"189,089",Latin America,Active,01/01/2011,year,0.0,"Studiosnaps rethinks the traditional photobooth concept to transform a most commonly considered party favor into a new form of outdoor media. We develop software and electronics to make each booth an intelligent and real-time reactive brand utility that is both offline and online. We are building this media by permanently placing photo booths in high traffic and exclusive locations. The photos are free to the consumer and we sell the ad-space on the photo, the screen, and the online integration to the brand. With over three years of experience, we have seen the power that a free photo can have over a consumer. Photobooths as a form of outdoor media have the ability to:  -	Invite consumers to the brand  -	Engage consumers and give them something to do while passively and actively mining information from them  -	Generate real-time discount offers based on demographics, socio-economics, & interests.  -	Track those offers & correlate the purchase with demographic & psychographic data.","Advertising, Commerce and Shopping, Mobile, Other, Platforms, Sales and Marketing, Software",1.0,George Cadena,1,Seed,23/11/2011,40000,USD,40000,Seed,40000.0,USD,40000.0,Seed,40000.0,USD,40000.0,40000,USD,40000,Start-Up Chile,0.0,1.0,0.0,"201,314",11.0,6.0,Colombia,Bogotá,Distrito Especial,0,0.0,1000000.0,1000.0,2000.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
213,coworkYA!,https://www.crunchbase.com/organization/coworkya,"Communities, Coworking, Office Administration","Medellín, Antioquia, Colombia",coworkYA brings a true coworking environment to Colombia,"190,736",Latin America,Active,01/12/2016,day,0.0,"coworkYA! offers the only professionally and acoustically designed co-working spaces and suites of the private executive office in Medellín, Colombia.","Administrative Services, Community and Lifestyle, Real Estate",1.0,Robert Thorell,2,Seed,10/06/2017,30000,USD,30000,Angel,30000.0,USD,30000.0,Angel,30000.0,USD,30000.0,30000,USD,30000,"Rick Hoskins, LATAMCORP SAS",0.0,2.0,0.0,"203,121",3.0,17.0,Colombia,Medellín,Antioquia,0,0.0,0.0,1000.0,2000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
214,WinAd,https://www.crunchbase.com/organization/winad,"Advertising, Digital Marketing, Information Technology","Santiago De Cali, Valle del Cauca, Colombia",WinAd is Social Network specialized on connecting users and brands through advertising contests.,"205,701",Latin America,Active,01/01/2010,year,0.0,WinAd' is Social Network specialized on connecting users and brands through advertising contests.,"Advertising, Information Technology, Sales and Marketing",2.0,"Cristian Vaca, Daniel Aguiar",1,Seed,01/03/2014,25000,USD,25000,Seed,25000.0,USD,25000.0,Seed,25000.0,USD,25000.0,25000,USD,25000,NXTP Ventures,0.0,1.0,0.0,"219,481",10.0,0.0,Colombia,Santiago De Cali,Valle del Cauca,0,0.0,0.0,1000.0,2000.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
215,ZEturf,https://www.crunchbase.com/organization/zeturf,"Information Services, Racing","Cali, Valle del Cauca, Colombia",ZEturf operates an online information and betting website for horse racing.,"208,953",Latin America,Active,01/01/2001,year,0.0,"ZEturf Limited operates an online information and betting Website on horse racing. The company was founded in 2001 and is based in Ta' Xbiex, Malta.","Information Technology, Sports",1.0,Emmanuel Chabot,1,,09/07/2010,9000000,EUR,11375471,Venture - Series Unknown,9000000.0,EUR,11375471.0,Venture - Series Unknown,9000000.0,EUR,11375471.0,9000000,EUR,11375471,Idinvest Partners,1.0,1.0,0.0,"223,007",22.0,8.0,Colombia,Cali,Valle del Cauca,0,1000000.0,10000000.0,2000.0,5000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
